section,type,part,subpart,title,effective_date,url,char_count
36.001,section,36,36.0,Definitions,,https://www.acquisition.gov/far/36.001,626
36.101,section,36,36.1,Applicability,,https://www.acquisition.gov/far/36.101,624
36.102,section,36,36.1,Definitions,,https://www.acquisition.gov/far/36.102,1501
36.103,section,36,36.1,Methods of contracting,,https://www.acquisition.gov/far/36.103,407
36.104,section,36,36.1,Policy,,https://www.acquisition.gov/far/36.104,2916
36.201,section,36,36.2,Evaluation of contractor performance,,https://www.acquisition.gov/far/36.201,106
36.202,section,36,36.2,Specifications,,https://www.acquisition.gov/far/36.202,563
36.203,section,36,36.2,Government estimate of construction costs,,https://www.acquisition.gov/far/36.203,1231
36.204,section,36,36.2,Disclosure of the magnitude of construction projects,,https://www.acquisition.gov/far/36.204,599
36.205,section,36,36.2,Statutory cost limitations,,https://www.acquisition.gov/far/36.205,1433
36.206,section,36,36.2,Liquidated damages,,https://www.acquisition.gov/far/36.206,146
36.207,section,36,36.2,Pricing fixed-price construction contracts,,https://www.acquisition.gov/far/36.207,1215
36.208,section,36,36.2,Concurrent performance of firm-fixed-price and other types of construction contracts,,https://www.acquisition.gov/far/36.208,358
36.209,section,36,36.2,Construction contracts with architect-engineer firms,,https://www.acquisition.gov/far/36.209,216
36.210,section,36,36.2,Inspection of site and examination of data,,https://www.acquisition.gov/far/36.210,1039
36.211,section,36,36.2,Distribution of advance notices and solicitations,,https://www.acquisition.gov/far/36.211,2728
36.212,section,36,36.2,Preconstruction orientation,,https://www.acquisition.gov/far/36.212,945
36.213,section,36,36.2,Special procedures for sealed bidding in construction contracting,,https://www.acquisition.gov/far/36.213,0
36.213-1,section,36,36.2,General,,https://www.acquisition.gov/far/36.213-1,145
36.213-2,section,36,36.2,Presolicitation notices,,https://www.acquisition.gov/far/36.213-2,1283
36.213-3,section,36,36.2,Invitations for bids,,https://www.acquisition.gov/far/36.213-3,2189
36.213-4,section,36,36.2,Notice of award,,https://www.acquisition.gov/far/36.213-4,480
36.214,section,36,36.2,Special procedures for price negotiation in construction contracting,,https://www.acquisition.gov/far/36.214,1462
36.215,section,36,36.2,Special procedure for cost-reimbursement contracts for construction,,https://www.acquisition.gov/far/36.215,220
36.300,section,36,36.3,Scope of subpart,,https://www.acquisition.gov/far/36.300,160
36.301,section,36,36.3,Use of two-phase design-build selection procedures,,https://www.acquisition.gov/far/36.301,1076
36.302,section,36,36.3,Scope of work,,https://www.acquisition.gov/far/36.302,369
36.303,section,36,36.3,Procedures,,https://www.acquisition.gov/far/36.303,266
36.303-1,section,36,36.3,Phase One,,https://www.acquisition.gov/far/36.303-1,1879
36.303-2,section,36,36.3,Phase Two,,https://www.acquisition.gov/far/36.303-2,479
36.500,section,36,36.5,Scope of subpart,,https://www.acquisition.gov/far/36.500,437
36.501,section,36,36.5,Performance of work by the contractor,,https://www.acquisition.gov/far/36.501,1403
36.502,section,36,36.5,Differing site conditions,,https://www.acquisition.gov/far/36.502,636
36.503,section,36,36.5,Site investigation and conditions affecting the work,,https://www.acquisition.gov/far/36.503,663
36.504,section,36,36.5,Physical data,,https://www.acquisition.gov/far/36.504,295
36.505,section,36,36.5,Material and workmanship,,https://www.acquisition.gov/far/36.505,145
36.506,section,36,36.5,Superintendence by the contractor,,https://www.acquisition.gov/far/36.506,644
36.507,section,36,36.5,Permits and responsibilities,,https://www.acquisition.gov/far/36.507,279
36.508,section,36,36.5,Other contracts,,https://www.acquisition.gov/far/36.508,626
36.509,section,36,36.5,"Protection of existing vegetation, structures, equipment, utilities, and improvements",,https://www.acquisition.gov/far/36.509,696
36.510,section,36,36.5,Operations and storage areas,,https://www.acquisition.gov/far/36.510,640
36.511,section,36,36.5,Use and possession prior to completion,,https://www.acquisition.gov/far/36.511,431
36.512,section,36,36.5,Cleaning up,,https://www.acquisition.gov/far/36.512,623
36.513,section,36,36.5,Accident prevention,,https://www.acquisition.gov/far/36.513,1353
36.514,section,36,36.5,Availability and use of utility services,,https://www.acquisition.gov/far/36.514,625
36.515,section,36,36.5,Schedules for construction contracts,,https://www.acquisition.gov/far/36.515,690
36.516,section,36,36.5,Quantity surveys,,https://www.acquisition.gov/far/36.516,518
36.517,section,36,36.5,Layout of work,,https://www.acquisition.gov/far/36.517,295
36.518,section,36,36.5,Work oversight in cost-reimbursement construction contracts,,https://www.acquisition.gov/far/36.518,218
36.519,section,36,36.5,Organization and direction of the work,,https://www.acquisition.gov/far/36.519,197
36.520,section,36,36.5,Contracting by negotiation,,https://www.acquisition.gov/far/36.520,167
36.521,section,36,36.5,Specifications and drawings for construction,,https://www.acquisition.gov/far/36.521,904
36.522,section,36,36.5,Preconstruction conference,,https://www.acquisition.gov/far/36.522,339
36.523,section,36,36.5,Site visit,,https://www.acquisition.gov/far/36.523,352
36.600,section,36,36.6,Scope of subpart,,https://www.acquisition.gov/far/36.600,207
36.601,section,36,36.6,Policy,,https://www.acquisition.gov/far/36.601,0
36.601-1,section,36,36.6,Public announcement,,https://www.acquisition.gov/far/36.601-1,297
36.601-2,section,36,36.6,Competition,,https://www.acquisition.gov/far/36.601-2,152
36.601-3,section,36,36.6,Applicable contracting procedures,,https://www.acquisition.gov/far/36.601-3,1803
36.601-4,section,36,36.6,Implementation,,https://www.acquisition.gov/far/36.601-4,2048
36.602,section,36,36.6,Selection of firms for architect-engineer contracts,,https://www.acquisition.gov/far/36.602,0
36.602-1,section,36,36.6,Selection criteria,,https://www.acquisition.gov/far/36.602-1,1738
36.602-2,section,36,36.6,Evaluation boards,,https://www.acquisition.gov/far/36.602-2,887
36.602-3,section,36,36.6,Evaluation board functions,,https://www.acquisition.gov/far/36.602-3,948
36.602-4,section,36,36.6,Selection authority,,https://www.acquisition.gov/far/36.602-4,1213
36.602-5,section,36,36.6,Short selection process for contracts not to exceed the simplified acquisition threshold,,https://www.acquisition.gov/far/36.602-5,1344
36.603,section,36,36.6,Collecting data on and appraising firms qualifications,,https://www.acquisition.gov/far/36.603,2092
36.604,section,36,36.6,Performance evaluation,,https://www.acquisition.gov/far/36.604,112
36.605,section,36,36.6,Government cost estimate for architect-engineer work,,https://www.acquisition.gov/far/36.605,987
36.606,section,36,36.6,Negotiations,,https://www.acquisition.gov/far/36.606,2064
36.607,section,36,36.6,Release of information on firm selection,,https://www.acquisition.gov/far/36.607,948
36.608,section,36,36.6,Liability for Government costs resulting from design errors or deficiencies,,https://www.acquisition.gov/far/36.608,1014
36.609,section,36,36.6,Contract clauses,,https://www.acquisition.gov/far/36.609,0
36.609-1,section,36,36.6,Design within funding limitations,,https://www.acquisition.gov/far/36.609-1,2333
36.609-2,section,36,36.6,Redesign responsibility for design errors or deficiencies,,https://www.acquisition.gov/far/36.609-2,627
36.609-3,section,36,36.6,Work oversight in architect-engineer contracts,,https://www.acquisition.gov/far/36.609-3,146
36.609-4,section,36,36.6,Requirements for registration of designers,,https://www.acquisition.gov/far/36.609-4,365
36.700,section,36,36.7,Scope of subpart,,https://www.acquisition.gov/far/36.700,282
36.701,section,36,36.7,"Standard and optional forms for use in contracting for construction or dismantling, demolition, or removal of improvements",,https://www.acquisition.gov/far/36.701,1365
36.702,section,36,36.7,Forms for use in contracting for architect-engineer services,,https://www.acquisition.gov/far/36.702,951
Part 37,part,37,,Service Contracting,,https://www.acquisition.gov/far/part-37,1857
37.1,subpart,37,37.1,Service Contracts-General,,https://www.acquisition.gov/far/subpart-37.1,40
37.2,subpart,37,37.2,Advisory and Assistance Services,,https://www.acquisition.gov/far/subpart-37.2,47
37.3,subpart,37,37.3,"Dismantling, Demolition, or Removal of Improvements",,https://www.acquisition.gov/far/subpart-37.3,66
37.4,subpart,37,37.4,Nonpersonal Health Care Services,,https://www.acquisition.gov/far/subpart-37.4,47
37.5,subpart,37,37.5,Management Oversight of Service Contracts,,https://www.acquisition.gov/far/subpart-37.5,56
37.6,subpart,37,37.6,Performance-Based Acquisition,,https://www.acquisition.gov/far/subpart-37.6,44
37.000,section,37,37,Scope of part,,https://www.acquisition.gov/far/37.000,908
37.101,section,37,37.1,Definitions,,https://www.acquisition.gov/far/37.101,2520
37.102,section,37,37.1,Policy,,https://www.acquisition.gov/far/37.102,2561
37.103,section,37,37.1,Contracting officer responsibility,,https://www.acquisition.gov/far/37.103,1320
37.104,section,37,37.1,Personal services contracts,,https://www.acquisition.gov/far/37.104,3377
37.105,section,37,37.1,Competition in service contracting,,https://www.acquisition.gov/far/37.105,453
37.106,section,37,37.1,Funding and term of service contracts,,https://www.acquisition.gov/far/37.106,1046
37.107,section,37,37.1,Service Contract Labor Standards,,https://www.acquisition.gov/far/37.107,416
37.108,section,37,37.1,Small business Certificate of Competency,,https://www.acquisition.gov/far/37.108,324
37.109,section,37,37.1,Services of quasi-military armed forces,,https://www.acquisition.gov/far/37.109,522
37.110,section,37,37.1,Solicitation provisions and contract clauses,,https://www.acquisition.gov/far/37.110,1560
37.111,section,37,37.1,Extension of services,,https://www.acquisition.gov/far/37.111,819
37.112,section,37,37.1,Government use of private sector temporaries,,https://www.acquisition.gov/far/37.112,555
37.113,section,37,37.1,Severance payments to foreign nationals,,https://www.acquisition.gov/far/37.113,0
37.113-1,section,37,37.1,Waiver of cost allowability limitations,,https://www.acquisition.gov/far/37.113-1,976
37.113-2,section,37,37.1,Solicitation provision and contract clause,,https://www.acquisition.gov/far/37.113-2,360
37.114,section,37,37.1,Special acquisition requirements,,https://www.acquisition.gov/far/37.114,1696
37.115,section,37,37.1,Uncompensated overtime,,https://www.acquisition.gov/far/37.115,0
37.115-1,section,37,37.1,Scope,,https://www.acquisition.gov/far/37.115-1,92
37.115-2,section,37,37.1,General policy,,https://www.acquisition.gov/far/37.115-2,1549
37.115-3,section,37,37.1,Solicitation provision,,https://www.acquisition.gov/far/37.115-3,284
37.200,section,37,37.2,Scope of subpart,,https://www.acquisition.gov/far/37.200,243
37.201,section,37,37.2,Definition,,https://www.acquisition.gov/far/37.201,638
37.202,section,37,37.2,Exclusions,,https://www.acquisition.gov/far/37.202,485
37.203,section,37,37.2,Policy,,https://www.acquisition.gov/far/37.203,2220
37.204,section,37,37.2,Guidelines for determining availability of personnel,,https://www.acquisition.gov/far/37.204,1536
37.205,section,37,37.2,Contracting officer responsibilities,,https://www.acquisition.gov/far/37.205,159
37.300,section,37,37.3,Scope of subpart,,https://www.acquisition.gov/far/37.300,290
37.301,section,37,37.3,Labor standards,,https://www.acquisition.gov/far/37.301,708
37.302,section,37,37.3,Bonds or other security,,https://www.acquisition.gov/far/37.302,575
37.303,section,37,37.3,Payments,,https://www.acquisition.gov/far/37.303,896
37.304,section,37,37.3,Contract clauses,,https://www.acquisition.gov/far/37.304,1877
37.400,section,37,37.4,Scope of subpart,,https://www.acquisition.gov/far/37.400,195
37.401,section,37,37.4,Policy,,https://www.acquisition.gov/far/37.401,1325
37.402,section,37,37.4,Contracting officer responsibilities,,https://www.acquisition.gov/far/37.402,271
37.403,section,37,37.4,Contract clause,,https://www.acquisition.gov/far/37.403,332
37.500,section,37,37.5,Scope of subpart,,https://www.acquisition.gov/far/37.500,166
37.501,section,37,37.5,Definition,,https://www.acquisition.gov/far/37.501,297
37.502,section,37,37.5,Exclusions,,https://www.acquisition.gov/far/37.502,661
37.503,section,37,37.5,Agency-head responsibilities,,https://www.acquisition.gov/far/37.503,786
37.504,section,37,37.5,Contracting officials’ responsibilities,,https://www.acquisition.gov/far/37.504,183
37.600,section,37,37.6,Scope of subpart,,https://www.acquisition.gov/far/37.600,115
37.601,section,37,37.6,General,,https://www.acquisition.gov/far/37.601,559
37.602,section,37,37.6,Performance work statement,,https://www.acquisition.gov/far/37.602,1047
37.603,section,37,37.6,Performance standards,,https://www.acquisition.gov/far/37.603,383
37.604,section,37,37.6,Quality assurance surveillance plans,,https://www.acquisition.gov/far/37.604,327
Part 38,part,38,,Federal Supply Schedule Contracting,,https://www.acquisition.gov/far/part-38,246
38.1,subpart,38,38.1,Federal Supply Schedule Program,,https://www.acquisition.gov/far/subpart-38.1,46
38.2,subpart,38,38.2,Establishing and Administering Federal Supply Schedules,,https://www.acquisition.gov/far/subpart-38.2,70
38.000,section,38,38,Scope of part,,https://www.acquisition.gov/far/38.000,760
38.101,section,38,38.1,General,,https://www.acquisition.gov/far/38.101,1717
38.201,section,38,38.2,Coordination requirements,,https://www.acquisition.gov/far/38.201,647
Part 39,part,39,,Acquisition of Information Technology,,https://www.acquisition.gov/far/part-39,455
39.1,subpart,39,39.1,General,,https://www.acquisition.gov/far/subpart-39.1,22
39.2,subpart,39,39.2,Information and Communication Technology,,https://www.acquisition.gov/far/subpart-39.2,55
39.000,section,39,39,Scope of part,,https://www.acquisition.gov/far/39.000,378
39.001,section,39,39.0,Applicability,,https://www.acquisition.gov/far/39.001,729
39.002,section,39,39.0,Definitions,,https://www.acquisition.gov/far/39.002,825
39.101,section,39,39.1,Policy,,https://www.acquisition.gov/far/39.101,3661
39.102,section,39,39.1,Management of risk,,https://www.acquisition.gov/far/39.102,1380
39.103,section,39,39.1,Modular contracting,,https://www.acquisition.gov/far/39.103,3381
39.104,section,39,39.1,Information technology services,,https://www.acquisition.gov/far/39.104,370
